x,y
43.386952,48.280503
44.840589,45.836851
44.996239,47.172334
44.975601,47.223632
44.541385,44.247649
45.091351,45.225329
46.197988,45.521762
46.305198,45.515593
45.579462,44.679565
45.871029,45.479515
45.528967,46.608543
45.886179,48.364513
45.306768,47.530880
45.295689,49.201046
44.800182,49.866949
45.298824,49.162379
45.077892,49.738421
47.217929,44.970574
46.796191,45.479926
47.044897,45.241843
45.768979,47.014296
46.198353,46.544577
46.809636,46.201261
47.409375,48.813209
47.420296,48.460201
47.075429,48.607146
46.555700,49.366794
46.906423,49.536867
46.077028,49.992214
46.170286,49.698394
45.601472,49.820580
46.873371,50.877315
46.603164,50.613926
46.377819,50.644820
45.540185,51.667748
47.003318,45.480347
46.919961,45.981946
47.856890,46.685221
48.269281,47.966974
46.671303,48.788230
47.771909,48.070181
48.056531,48.694035
48.396172,48.465337
47.771446,49.587801
46.955146,49.836661
47.375623,49.693320
46.858423,49.750238
46.650930,50.735171
47.229096,51.520767
47.438919,53.199815
48.334648,43.236632
48.772571,45.392583
48.575313,44.339785
49.055868,44.531503
47.836443,44.821902
48.394276,45.660347
49.362974,45.867645
48.877761,47.298434
47.646543,47.417236
48.423545,47.797986
48.276968,48.125697
48.766216,47.136873
48.733934,48.285547
48.626568,48.200864
47.844862,49.995403
48.742936,48.633517
47.872431,49.688440
48.253103,49.400765
49.053423,49.324871
48.204775,51.439778
48.394013,49.991302
49.190595,50.072323
48.442907,52.426683
48.972222,52.154888
48.389529,51.580954
49.177883,52.509848
49.303267,52.561876
47.974102,53.105346
48.301818,53.146053
47.548920,52.759326
48.730816,53.304683
47.925226,53.820870
49.245999,44.319932
49.536317,44.739282
49.701842,45.329924
49.485337,44.695961
50.358988,45.819724
49.490111,45.551377
50.378993,45.554684
48.617025,46.909579
49.406279,46.280957
50.432398,46.179527
49.364015,47.655753
49.927930,47.689356
49.043692,46.688349
49.008872,47.699636
49.284627,48.257817
49.859929,49.427837
49.221617,49.245785
49.880439,49.343362
50.397942,49.293815
49.223650,50.020539
49.726845,50.196173
48.884056,49.171692
50.038936,49.991896
49.957740,50.110034
49.568440,49.578072
49.091279,50.914409
49.256758,50.531959
49.538565,51.194303
49.142702,49.720241
49.967503,51.923729
49.620898,53.322745
50.112308,52.721552
49.829948,45.908061
50.161276,47.323011
50.765244,48.112697
50.549387,47.155939
50.248639,48.225994
50.128034,49.293281
50.319112,50.433029
50.249214,49.373018
51.070958,49.073338
50.164582,49.069957
50.198750,49.168172
51.258455,49.905455
51.175059,51.123631
49.760844,50.283415
50.808012,49.586348
50.174130,50.522922
50.151299,50.239335
50.566542,49.586096
50.216366,50.713876
50.672818,50.354902
50.399118,50.091768
51.092142,50.733938
50.848503,50.525478
50.422640,50.387496
50.288511,50.816191
50.561009,50.001260
49.938756,51.945942
49.875073,51.963779
50.687768,51.881623
50.249359,51.885948
49.706787,51.532667
50.562688,50.898606
50.861324,53.357793
49.864107,52.834764
51.370760,53.876472
50.635901,54.210101
51.165355,53.350554
50.306924,55.762064
51.606817,43.833033
50.797646,45.559413
51.890264,46.917542
51.759713,47.604633
52.242020,48.424114
50.957268,49.325507
52.093529,47.867810
51.015664,48.658380
52.323297,49.131021
51.261831,51.493151
51.962431,51.872244
51.871801,50.640838
51.201413,50.916353
52.379949,52.826662
51.872899,53.165849
51.040720,56.012719
53.468429,45.457784
53.419305,46.401020
53.137572,47.803796
51.872403,49.266264
52.502772,48.413608
52.560440,48.122168
53.038522,50.266133
52.368087,51.355924
52.690976,50.985407
52.389922,51.864082
53.108997,52.095209
53.463482,51.370735
53.398522,52.156012
52.816064,51.609411
53.391762,53.854218
53.817924,44.852841
54.202099,46.152090
53.615921,46.206526
52.748210,47.486949
53.561434,48.061477
53.864947,48.376191
53.253409,48.296316
52.616203,48.856277
53.179200,49.874667
53.080994,49.613565
53.576640,50.695873
53.975062,51.561545
54.402672,52.490982
53.222374,53.776178
54.250491,47.014764
54.924216,46.028973
54.125212,47.809695
54.440421,48.288936
55.414271,48.707676
55.180971,50.181106
54.382815,50.642622
54.661788,51.142399
54.827615,51.398998
54.849723,51.457085
54.961669,47.164266
54.609189,46.629232
55.485456,48.165442
56.945774,47.241840
57.093766,47.087197
57.822553,45.701909
59.057323,46.343582
59.764051,44.818105
60.034802,47.164470
