x,y
31.742939,46.038492
32.192284,47.024766
31.610075,47.373800
31.547184,46.493964
32.018567,45.822054
32.113363,47.764328
31.808915,49.653888
32.771851,51.148086
34.320414,45.604626
34.017359,46.068840
34.050262,46.575814
34.067745,48.222961
32.929957,47.309301
32.949449,48.850934
33.560984,50.893850
34.842041,43.513281
33.992094,44.054338
33.699381,45.225318
33.940890,45.831021
34.790864,45.310794
33.640367,46.184211
35.192442,47.311105
34.271087,48.291239
35.226377,48.242442
35.086476,48.415941
34.854409,50.343436
34.737725,49.928194
35.025049,48.655901
34.220379,49.030406
35.359000,50.569086
35.997326,39.744663
36.060006,41.881367
34.647611,41.504759
35.208045,43.332154
36.352186,42.782582
36.232842,44.271909
35.852687,44.759491
35.680614,44.994156
35.236201,46.028027
35.553336,45.091381
35.423987,45.023751
34.987307,47.159181
36.379200,46.918676
35.235533,48.130676
36.130828,47.227341
35.078281,48.293561
35.183315,48.924956
36.468398,49.511210
37.101321,38.806544
36.675755,39.070938
37.246850,41.595996
35.696462,41.508382
37.124254,42.958102
37.077741,42.311174
36.394043,43.172150
35.575839,43.627314
36.158506,43.513081
36.540910,44.133642
37.399326,43.147407
36.622335,45.105548
36.652657,43.765485
35.863255,44.121766
36.404728,45.265809
36.241720,45.127462
37.402326,46.860326
36.934922,46.213602
36.988067,46.059837
36.597215,46.778596
36.654134,48.430368
36.220742,49.751005
36.316225,50.316869
36.756011,49.677073
36.796938,40.017170
38.061306,39.380486
36.703769,40.262948
38.183935,41.780930
37.529383,42.257445
37.403514,42.376561
37.775872,44.056946
37.943628,42.731929
36.797655,43.998617
37.588547,45.382413
37.478659,44.215440
37.290126,45.211177
38.390557,45.348619
36.806372,48.208227
37.784126,49.245916
37.413144,48.981480
36.533235,48.618182
38.160992,48.591115
37.451089,48.507256
37.116670,49.641847
37.533645,48.775450
38.157048,49.730973
38.141119,50.558360
37.928809,50.150373
38.567556,38.202556
38.091199,37.657017
37.739058,39.123654
38.568611,38.687708
39.123992,40.219155
37.557163,41.594766
38.521963,41.530418
37.889062,41.356877
38.258027,42.725227
39.267064,43.010450
39.255110,42.390773
37.852916,43.250187
38.638386,42.987619
38.996716,43.162898
38.251158,42.615144
38.954797,45.363792
38.008730,43.919678
37.604845,44.806615
39.272858,46.102157
38.231729,46.248427
39.244741,46.094101
39.073446,46.105780
38.829068,44.964376
39.228409,46.597305
38.557861,45.642126
38.841755,46.850090
37.792574,48.906884
39.280658,49.075897
39.223248,49.893331
37.520543,50.567558
39.022749,50.184689
38.369829,50.940592
37.514227,51.420918
38.025885,51.017896
39.642611,40.426284
39.691074,39.655318
40.478465,39.497205
39.101425,39.624437
38.959764,40.291311
39.550022,41.672390
39.247679,41.819727
39.751657,42.050729
38.983939,42.255697
39.584277,42.216323
39.172198,43.194294
39.969672,42.630231
40.083739,43.951533
38.807377,44.134887
40.119761,44.714703
39.598126,45.399921
39.856398,43.976779
39.612519,45.449838
39.194771,45.387319
38.940875,46.198329
38.731093,46.776946
39.463180,46.847868
39.904246,47.720504
40.224335,47.063561
39.832666,48.570775
39.016698,48.313957
38.661807,49.628189
38.714194,49.729901
38.776084,51.118058
38.523780,50.455770
39.003785,50.423460
39.355434,51.443030
41.275074,38.630231
41.308819,38.990806
40.959127,39.208977
41.217271,40.135186
41.097706,39.644282
41.055312,40.313301
40.507609,40.254743
40.110381,40.495374
40.309493,40.608842
40.205281,41.198921
40.856474,40.682382
40.503875,42.068111
41.321251,41.322004
40.721093,43.133135
40.545530,45.080955
40.325236,45.971239
40.217747,44.962684
41.351874,47.712673
40.232059,48.681838
40.906799,48.320651
41.139964,50.264053
40.702470,51.372300
40.048837,50.285427
40.827357,50.614575
41.203478,50.967140
40.211175,50.624765
39.861461,50.035871
40.703944,52.339486
41.210653,53.099395
40.044619,52.284619
41.587503,37.463322
41.535172,38.004408
41.847662,39.252489
40.917859,39.757683
40.534623,39.347365
41.860398,39.659785
41.987335,40.939110
42.013158,40.790448
41.652551,41.228472
42.445282,42.598310
41.177860,42.927366
40.939804,42.794667
41.879492,43.107914
40.633340,42.571467
42.090858,44.217907
42.315538,43.411030
40.509325,43.406609
41.141214,44.021683
40.874904,43.452489
41.423106,43.928602
40.730373,45.830455
40.821506,45.517794
41.100365,45.438483
41.257925,46.964472
41.737871,46.831133
42.245074,48.034977
41.400902,47.550481
41.606724,48.189771
40.704571,47.948462
40.831140,48.139087
41.500887,49.347879
41.107102,48.445870
42.220145,49.357519
41.880553,49.693623
42.048939,49.024809
42.383628,49.654257
40.875497,49.949336
41.035733,52.626417
41.603015,53.172570
41.549676,33.381525
42.342652,33.388333
42.438775,33.148814
42.909084,34.557274
42.343555,36.765408
42.644916,37.898409
43.309911,37.941058
42.093092,39.840418
42.840514,39.746563
43.018496,40.111086
42.463672,40.736983
42.673695,40.933583
42.607376,41.168357
42.583593,42.148471
41.940642,40.866182
43.172268,41.054630
42.010272,40.855797
42.469051,40.763708
42.912242,41.993907
42.005792,41.263761
42.759618,41.444973
41.726935,42.288599
42.633954,43.464701
42.079902,42.416415
42.114577,41.676961
42.716954,42.995171
42.842602,42.663331
42.470631,43.580080
42.442492,43.224351
41.832803,43.356011
42.346746,44.350687
42.101334,45.816115
41.660345,45.497504
41.833176,45.015919
43.254876,46.154585
41.842277,45.779588
42.638980,46.486481
41.735744,46.573370
42.534578,45.778434
41.888454,46.157084
42.905000,48.138519
42.083813,47.803897
41.978918,47.541408
42.808421,49.085416
41.971485,48.276255
42.960602,48.644568
43.443667,48.514958
43.149890,48.250914
42.890185,48.258877
42.068085,48.867368
42.065668,49.573853
42.636995,48.631131
43.195221,50.012021
42.513460,49.144994
42.964533,50.366428
42.218292,50.499411
42.237233,50.748910
41.917907,51.762022
43.218621,51.961551
43.223126,50.836441
42.068447,52.757287
44.068219,35.226569
43.731220,35.681829
43.890102,36.541133
44.391298,36.348598
42.859160,38.153157
43.401884,37.543647
43.906455,38.180415
43.330682,39.399442
42.894337,38.825751
44.003623,38.166131
43.670105,40.268193
44.255477,38.858591
43.175376,39.084285
42.604622,40.600978
43.687629,40.845751
43.470106,40.937130
43.811448,41.500627
43.136698,42.938802
43.679328,41.646328
43.651269,42.512009
42.758253,42.575685
43.590726,42.491232
43.373920,43.983183
44.083517,45.090850
42.884113,44.947012
44.077079,44.294576
42.685359,44.887410
43.089230,45.232245
42.903193,44.326377
43.985028,46.009441
44.474639,46.615608
42.734284,46.826580
42.686779,46.704881
43.518039,46.864896
43.593944,46.798919
