x,y
18.776521,31.653158
19.088316,36.918336
19.254986,31.375833
19.718385,31.567897
20.471642,37.553378
20.432247,29.264849
20.655071,30.527491
21.864456,31.012486
22.112580,32.251240
23.281257,29.108839
22.784988,30.352317
23.033014,30.981119
24.262565,25.711871
24.260390,29.040415
24.639232,25.235205
24.735843,26.793051
25.187475,27.076835
25.057258,27.505747
23.857084,27.449881
24.807680,28.625499
24.469950,29.230877
23.788094,30.091188
24.732535,29.862637
24.154978,29.768339
25.063734,25.310081
25.273550,26.047136
25.632934,27.119253
24.920275,29.160435
25.731043,28.282545
25.508830,29.225784
26.163276,29.818829
26.113675,21.587425
27.262025,24.942756
27.230118,25.743551
26.633651,27.165491
26.075161,27.818568
27.239595,29.071090
25.668263,44.024131
27.083116,23.304345
27.050780,25.560275
27.518598,28.028932
26.942336,29.450573
27.491983,29.107543
28.293126,30.303049
28.182736,30.354993
27.170746,31.418178
26.959568,33.856807
27.710229,35.252048
28.042620,38.266752
26.615669,40.613173
27.586594,43.723325
28.068337,45.156319
28.315303,26.248613
28.087459,27.133987
29.441808,27.313892
27.770316,28.368689
29.266657,30.016010
28.995845,30.280081
27.695360,32.434071
28.617439,36.612379
28.965422,37.112184
28.092582,36.812265
28.922424,37.961228
28.589518,40.849334
28.100280,40.358981
28.988478,40.609773
29.190177,41.177341
27.920719,41.980179
28.827047,41.308747
28.217883,40.554149
28.948566,40.933154
28.869317,42.631563
27.800836,42.002235
29.004081,42.627416
28.043865,43.804520
27.950718,49.698740
28.487481,50.325940
29.804915,21.079246
29.760083,22.415410
29.237151,23.054642
30.158626,27.511507
29.725349,30.591081
28.981577,36.263047
29.247105,37.076997
28.851698,35.765421
29.929483,38.174106
29.158217,37.436476
29.373020,37.944594
29.317068,39.259968
29.956284,37.871452
29.189707,38.346795
29.287466,38.936497
29.085236,41.831622
29.770728,41.122757
29.970324,41.930604
28.989369,41.910652
28.982755,41.869004
29.731354,41.578691
28.888232,42.536523
30.301722,43.067159
28.658542,42.971234
29.126632,44.193619
29.260948,43.592303
30.189496,44.686926
30.209342,44.104088
29.229805,45.886019
28.996663,45.757316
28.677399,46.021898
29.705869,48.845297
29.959476,49.029239
28.708774,48.977365
29.459093,50.934573
29.097967,50.984225
29.101843,51.008641
31.022169,19.493757
31.343232,23.312897
29.987912,22.875940
30.683525,22.845739
30.489497,24.321871
31.063925,24.419734
30.497605,26.733002
30.850190,28.133114
30.543600,29.786979
31.134856,30.210401
29.866479,29.838014
29.862538,32.653622
30.372496,32.948666
30.289951,35.180411
30.352724,35.061137
30.818537,37.041600
31.075561,36.846518
30.976756,37.650896
30.063042,39.146987
30.344368,38.053309
29.693495,38.530993
31.255055,39.073499
30.678304,38.628639
29.974043,39.528075
29.574192,41.683483
30.557982,42.227321
31.041551,40.810322
30.773694,42.189074
31.025457,42.362849
30.424104,42.956829
30.346959,43.262506
30.239625,43.775191
30.008920,42.716908
31.119763,44.529397
31.074313,44.988187
30.978586,44.485608
29.985962,45.514794
29.946305,46.293946
29.989156,45.644015
29.805411,45.944301
31.093815,46.697127
30.821837,46.683599
29.929079,49.078406
30.388834,49.562724
30.398149,51.410962
31.491410,19.906858
30.903565,19.239785
31.179041,20.081706
31.991084,22.890543
31.444132,22.363267
31.183430,26.182810
31.834531,28.598902
31.309723,30.060993
30.881950,29.842444
31.364817,32.855008
31.232691,33.600676
30.889839,34.837068
32.270702,36.103783
32.292054,36.132881
31.243786,38.121854
31.614533,37.719425
31.331281,37.120089
31.548865,37.348512
32.044196,37.450136
32.400273,38.178761
30.990205,39.844822
31.587362,41.077896
30.812500,40.695302
32.125663,41.401400
30.751101,41.604852
31.983198,42.228305
31.050951,41.907444
31.020867,43.357833
31.624328,43.046921
31.717527,43.051422
31.446190,44.163082
30.976718,44.265818
31.088878,43.183390
31.028005,43.390948
30.592697,43.479216
32.001819,43.792343
31.728271,44.950883
31.956769,45.255691
30.826286,43.967974
31.473498,43.984157
31.676468,44.511294
31.093726,44.450767
31.405635,44.843007
31.598007,46.049273
31.120445,44.850566
32.337058,45.244627
31.267072,44.885354
31.510777,45.594620
30.688235,46.608430
31.012493,45.700208
31.445308,46.193820
31.240285,46.885715
30.970680,46.944618
31.799473,46.810425
31.335649,46.481249
31.774851,47.314883
32.440476,47.622013
31.649927,47.563099
32.296071,47.789863
31.609932,48.012577
31.905983,47.696755
32.072846,48.595723
30.911717,50.216433
31.463041,50.308830
31.463707,50.848772
30.652887,50.777060
31.347644,51.361718
31.350510,51.283739
30.943674,51.652825
33.066463,16.516600
32.548923,17.296836
32.662753,20.740384
32.769761,20.219002
32.647297,21.149904
32.242743,20.590923
32.601825,22.482567
32.268767,22.535167
32.647867,21.619938
33.037169,22.943431
33.115049,24.058652
32.152391,24.537246
32.257449,27.996123
32.416147,28.186841
32.663478,28.425965
32.257234,28.991540
33.123943,29.590666
32.398281,30.357343
33.208748,29.420708
32.540891,31.104899
32.787236,31.057591
32.321239,31.390155
32.263964,31.893986
32.110720,32.871410
32.288229,37.192977
33.184122,37.188371
32.784732,35.921409
31.827214,37.878957
32.078820,37.042241
32.542914,38.153800
32.785294,38.028291
31.925469,39.200129
32.015258,39.748370
32.111271,39.807774
31.721915,40.855064
32.165234,39.585319
32.008358,40.916263
33.424841,40.577403
31.786560,41.217698
33.071631,41.966588
32.726039,41.441773
32.207054,40.961943
33.349054,41.343566
32.679757,40.921690
33.240563,42.164175
32.333536,41.523621
32.410119,43.502096
33.019116,44.815153
33.023407,44.338949
32.735003,44.985821
33.313777,45.620918
32.879921,45.699309
33.074034,45.988251
31.584962,45.214848
31.889351,47.260657
32.232262,47.134205
32.897116,47.092890
32.036771,48.301283
31.809764,47.309191
32.685109,47.853997
31.640047,46.998017
33.086826,47.743348
32.899405,48.676287
32.709773,48.020744
33.262147,48.396039
32.520993,48.319654
32.913408,49.667279
32.216607,49.824302
31.802867,49.924108
32.795890,50.174988
32.905105,50.415385
33.173405,51.537950
33.120750,51.396452
32.804083,51.130671
34.016778,16.392305
33.769994,18.812602
34.477467,20.561084
34.129000,21.413491
33.807240,21.669501
32.881325,23.005994
34.165164,23.794481
33.640580,24.323422
33.318885,28.153151
32.820259,29.948413
33.633570,29.157586
32.955792,30.711765
33.800242,33.098693
32.535487,33.425984
34.066536,33.414629
32.727658,34.232186
33.477577,33.575340
34.310386,34.991631
33.137196,35.608014
34.107722,36.315296
33.009832,35.990810
34.286405,36.937707
32.836229,35.907034
32.866674,37.098927
33.672322,37.091845
34.318915,37.662941
33.226453,36.988762
34.148350,36.873113
33.007049,37.928850
32.855701,38.309541
33.144108,38.411036
33.031855,38.037176
32.822951,39.219065
34.306343,39.753317
34.389815,39.815280
32.772171,39.279750
32.901105,40.266243
33.107436,39.446036
33.480853,40.453897
33.400491,38.743459
33.478678,41.079819
32.670137,40.550213
32.948077,39.823161
34.196283,40.858987
32.573202,40.851058
33.372447,41.522085
32.614023,41.631928
33.295777,41.993805
33.443132,40.517017
33.016513,41.506944
34.053853,42.435650
34.165157,42.965253
33.183054,43.301773
33.292365,42.630084
32.605929,45.463354
32.859292,46.435376
33.422185,46.122372
32.862101,48.103699
33.851267,48.172794
34.009764,47.802631
33.527648,47.515749
33.133801,46.588612
32.774074,48.256117
33.062709,48.634597
33.703886,50.553985
33.181306,50.560033
33.109249,51.943784
34.296743,16.362432
34.606200,18.578678
34.433301,18.820213
35.104036,19.578304
35.365681,20.888705
35.257852,20.152367
34.292181,20.702989
33.577798,20.442368
35.173472,21.116437
34.012550,24.848931
34.590930,25.759493
35.015884,25.817947
35.010808,27.339811
34.614248,29.180256
35.135001,30.896505
35.035509,29.809733
34.796157,32.447833
35.316610,31.394998
35.225805,30.879708
35.138253,31.623724
34.236414,31.944253
34.025856,33.037654
34.808894,32.146998
34.501961,33.394768
33.815862,32.930389
34.906748,32.848699
33.670064,34.098392
33.626493,34.418008
34.606109,34.748797
35.444334,34.252962
35.277211,34.115967
34.661264,35.186536
33.765965,35.202870
34.171093,34.937797
33.612185,37.544547
35.215712,37.701388
33.694419,37.380785
34.065959,37.165186
34.540651,37.225998
35.078935,37.673949
33.802141,38.369966
33.775126,38.312171
34.048697,38.431490
34.613848,37.994423
35.090021,38.003126
34.297468,39.185096
35.243355,39.176401
33.801970,39.931776
33.807321,40.401932
33.921153,41.872609
34.621282,41.064497
33.685578,41.778659
35.286950,41.252853
34.076170,41.180410
34.090990,41.711129
34.087042,41.909507
34.684110,42.688557
34.420773,44.363047
34.258105,42.825728
34.134302,43.604872
34.500417,43.676840
35.461903,43.237686
35.300557,43.616936
34.598882,43.542297
33.629584,44.511543
33.761910,44.356074
35.234258,45.802065
34.650148,45.240423
33.587045,45.646267
34.278667,45.367435
34.582006,47.022207
34.180193,46.729030
34.513357,46.086843
34.632307,47.146383
35.315587,46.784778
35.314056,47.703597
34.300210,46.899255
33.894382,48.463745
34.790894,48.886234
33.918287,50.113937
34.479506,50.249666
34.985203,15.421515
35.645195,17.106278
35.989323,16.266389
35.092138,18.095510
35.741446,17.592126
35.799536,18.990875
34.937622,18.623769
35.438535,18.131464
35.929901,18.201219
35.340114,20.141778
35.867465,21.174528
35.923370,21.111462
35.885870,21.594416
35.144683,21.851973
35.744325,22.250591
35.860100,23.474809
36.436903,23.305976
35.604452,24.838652
36.106931,25.175316
35.900557,24.614101
35.770945,26.308126
35.757721,27.967107
35.183935,28.429784
36.014392,30.330302
35.495324,29.907137
36.189704,29.395343
35.718408,30.245146
35.296873,29.897883
35.850111,31.009984
35.006036,32.977871
35.077679,31.766654
35.371398,33.901166
35.830078,34.017975
35.469873,33.962205
35.676210,34.958038
35.253059,35.402006
36.308226,33.953686
35.508387,35.114816
35.209997,35.403824
35.971509,35.755242
35.625592,35.892029
36.106361,37.095918
35.008699,35.959139
35.583198,36.627619
34.631882,36.785809
35.488013,36.889707
35.678733,36.255581
36.312404,37.117370
34.995284,37.798367
35.901770,37.416020
34.901393,36.733217
36.194692,38.444686
35.406272,37.767359
35.039326,38.870495
35.428649,38.068532
35.123017,38.396735
35.085284,37.834035
35.332047,39.068533
34.906788,39.244139
35.650777,39.109296
35.084798,39.489542
35.171931,39.791601
36.008715,39.733849
35.571782,40.382802
35.504715,40.426252
34.761345,40.929203
36.192008,41.643360
35.354942,42.191936
35.550029,40.744846
36.408719,41.584256
35.281882,41.339216
35.585427,41.930439
35.538087,43.400939
35.520671,42.192660
35.162103,43.054716
35.293953,43.189701
35.321150,42.042169
36.152770,42.130930
35.191692,43.349542
35.369384,43.997859
35.931146,42.949974
35.799771,44.479577
34.741475,45.086488
34.890614,44.247827
34.695237,45.003745
36.163313,45.767335
35.567267,45.037788
34.796178,44.978924
36.029855,47.078038
36.249959,46.890104
36.126106,49.122972
35.750675,53.786467
35.541351,57.531810
36.264032,66.625772
36.497428,16.408970
37.071273,16.453927
36.345471,18.473783
37.477041,18.588169
36.237080,19.012630
36.994990,18.859498
36.570396,21.222276
36.182405,21.792992
36.434459,20.740207
36.934286,20.908690
36.648426,22.714913
36.498770,21.875930
36.566270,23.684540
37.206383,23.594246
37.243740,25.031908
36.260041,23.925857
37.077658,24.230532
36.515578,24.692938
36.053549,24.297290
36.322428,26.399485
36.393038,26.452659
36.377959,28.247668
36.470932,26.566846
37.251470,28.990962
37.178567,27.979647
36.377818,29.708906
37.161291,30.878359
35.987377,30.307349
37.298895,31.737359
36.948605,31.811429
37.240181,30.939308
37.039752,31.631294
35.621468,32.154348
